municipality,nom_ent,nom_mun,margination,T_mortalidad,T_mortalidad_Rural,T_mortalidad_Urbano,pct_single,avg_children_born,pct_fem_primary_degree,insurance_none,avg_prenatal_consults
14037,Jalisco,El Grullo,-1.164111583,0,0,0,35.9,2.7,20.4,43,7.127816773
14038,Jalisco,Guachinango,-0.812299399,0,0,0,34.5,3.6,25,5,7.217736292
14039,Jalisco,Guadalajara,-1.47229619,0.649451496,0.649717514,0,40.9,2.2,23.6,6892,6.918851097
14040,Jalisco,Hostotipaquillo,-0.898878627,0,0,0,37.3,3.1,19.9,41,6.308164089
14041,Jalisco,Huejúcar,-1.091398241,0,0,0,35.5,3.2,20.3,30,7.371658312
14042,Jalisco,Huejuquilla el Alto,-0.673908473,0,0,0,37.7,3.2,21.9,249,6.186943871
14043,Jalisco,La Huerta,-0.929385035,0.613496933,0.909918107,0,33.9,3,17.4,131,7.087993194
14044,Jalisco,Ixtlahuacán de los Membrillos,-1.201116086,0,0,0,33,2.4,16.1,97,6.666732222
14045,Jalisco,Ixtlahuacán del Río,-0.905672634,0,0,0,38.2,3,23.9,78,7.11458988
14046,Jalisco,Jalostotitlán,-1.156327855,0.639795266,0.71787509,0,40.5,2.8,19.2,170,6.750771137
14047,Jalisco,Jamay,-1.137084804,0,0,0,34.1,2.7,14.6,57,7.149579735
14048,Jalisco,Jesús María,-0.80797475,1.642036125,0,4.761904762,39.1,3.1,13.8,105,7.450684251
14049,Jalisco,Jilotlán de los Dolores,-0.518326977,0,0,0,35.6,3.1,16,93,6.799482668
14050,Jalisco,Jocotepec,-1.033885718,0,0,0,35.6,2.8,15.2,98,6.470711758
14051,Jalisco,Juanacatlán,-1.257790505,0,0,0,35.9,2.6,23.7,25,7.366975662
14052,Jalisco,Juchitlán,-1.072299365,0,0,0,35.4,3.2,21,6,7.573564725
14053,Jalisco,Lagos de Moreno,-1.091766684,0.676393854,0.653253201,0.742115028,39.7,2.6,18.4,367,6.647208744
14054,Jalisco,El Limón,-1.191413602,0,0,0,34.6,3.1,21.5,6,7.384223197
14055,Jalisco,Magdalena,-1.140612467,1.478560867,1.161440186,3.25732899,37.8,2.8,23,155,6.605117778
14056,Jalisco,Santa María del Oro,-0.095713826,0,0,0,40.1,3.2,28.1,12,6.700240385
14057,Jalisco,La Manzanilla de la Paz,-1.13879755,0,0,0,37.6,2.9,26.2,13,7.739908869
14058,Jalisco,Mascota,-1.170808185,0,0,0,36.6,2.9,31.2,27,5.532461145
14059,Jalisco,Mazamitla,-1.02368676,0,0,0,35.9,2.7,23.1,120,7.048623669
14060,Jalisco,Mexticacán,-1.014178306,0,0,0,37.2,2.9,20,44,7.574707496
14061,Jalisco,Mezquitic,0.790070145,2.429149798,0,2.429149798,34.8,3.1,12,573,4.401535645
14062,Jalisco,Mixtlán,-0.967943397,0,0,0,35.4,3.2,22.4,2,7.180092709
14063,Jalisco,Ocotlán,-1.24613438,0.396825397,0.214041096,2.717391304,34.1,2.4,19.9,254,7.332412474
14064,Jalisco,Ojuelos de Jalisco,-0.756622145,1.222992254,0.580720093,2.735978112,37.1,3.2,16.8,118,6.259172022
14065,Jalisco,Pihuamo,-0.838824086,0,0,0,35.8,3.1,21.2,120,6.918860106
14066,Jalisco,Poncitlán,-0.901003185,0.653381248,0.383729854,2.197802198,35.8,2.8,17.3,122,6.767255896
14067,Jalisco,Puerto Vallarta,-1.323289835,0.400280196,0.406132602,0,36.3,2.1,25.6,803,6.496263023
14068,Jalisco,Villa Purificación,-0.639332427,0,0,0,36.3,3.5,23.4,27,6.710881099
14069,Jalisco,Quitupan,-0.567200828,2.444987775,0,2.444987775,35.6,3.3,15.8,114,7.235192206
14070,Jalisco,El Salto,-1.150256989,0.789800293,0.798266621,0,33.9,2.4,19.2,549,6.309517332
14071,Jalisco,San Cristóbal de la Barranca,-0.777113854,0,0,0,41.2,3.1,22,7,6.594606089
14072,Jalisco,San Diego de Alejandría,-0.991442275,0,0,0,42.8,2.8,15.7,53,6.600225139
14073,Jalisco,San Juan de los Lagos,-1.104503402,0.487448209,0.561009818,0,40.2,2.6,17.7,659,6.653227623
14074,Jalisco,San Julián,-1.179365601,0,0,0,42.3,2.7,17.1,121,7.323527281
14075,Jalisco,San Marcos,-1.135877033,0,0,0,38.2,2.9,20.3,9,6.916169749
14076,Jalisco,San Martín de Bolaños,-0.663843994,0,0,0,39.7,3.3,22.5,55,6.831833629
14077,Jalisco,San Martín Hidalgo,-1.204066004,0.582750583,0,1.721170396,34.3,2.8,21.8,53,7.041817536
14078,Jalisco,San Miguel el Alto,-1.047427277,0,0,0,41.7,2.8,16.7,83,6.922214362
14079,Jalisco,Gómez Farías,-0.857676797,0,0,0,36.1,2.7,19.5,31,7.25921497
14080,Jalisco,San Sebastián del Oeste,-0.903440869,0,0,0,35.4,3.5,27.8,21,6.616517857
14081,Jalisco,Santa María de los Ángeles,-0.925751825,0,0,0,35.9,3.3,14.8,27,7.581976744
14082,Jalisco,Sayula,-1.195330805,0.827472073,0.838574423,0,36.1,2.5,20.1,210,7.055486435
14083,Jalisco,Tala,-1.197864885,0.193535901,0.225529995,0,33.4,2.6,21,50,7.011214423
14084,Jalisco,Talpa de Allende,-0.887462124,0,0,0,38.6,3.1,21.6,21,6.432706277
14085,Jalisco,Tamazula de Gordiano,-1.063535774,0,0,0,34.9,2.8,24,114,7.453800845
14086,Jalisco,Tapalpa,-0.710464849,0,0,0,35.5,2.8,14.7,123,7.091460026
14087,Jalisco,Tecalitlán,-0.853449754,0,0,0,37.1,2.9,20.4,41,7.408871104
14088,Jalisco,Tecolotlán,-1.131992071,0.924214418,0,2.865329513,34.9,2.9,20.7,22,7.542020365
14089,Jalisco,Techaluta de Montenegro,-1.050544318,0,0,0,33.4,3.1,16.6,12,7.586739323
14090,Jalisco,Tenamaxtlán,-1.132847483,0,0,0,35.8,2.9,24.2,6,7.534250663
14091,Jalisco,Teocaltiche,-0.956416659,0.439367311,0,1.848428835,36.7,2.8,15.3,183,6.557293439
14092,Jalisco,Teocuitatlán de Corona,-0.990108656,1.703577513,0,6.711409396,32.7,3.1,19.4,24,7.181852545
14093,Jalisco,Tepatitlán de Morelos,-1.206693356,0.345025877,0.402468473,0,40.7,2.5,21.2,457,7.300659016
14094,Jalisco,Tequila,-1.102621788,0.674991563,0.777000777,0,39.2,2.7,23.7,266,6.721690209
14095,Jalisco,Teuchitlán,-1.198264899,0,0,0,35.2,2.8,19,5,7.449816784
14096,Jalisco,Tizapán el Alto,-0.942119193,1.97044335,2.162162162,0,33.5,3.2,17.1,54,7.240424206
14097,Jalisco,Tlajomulco de Zúñiga,-1.336767751,0.381843349,0.392253003,0,30.8,2.2,21.2,1608,6.760731813
14098,Jalisco,Tlaquepaque,-1.299843914,0.472515357,0.478407859,0,36.2,2.3,21,2163,6.644870795
14099,Jalisco,Tolimán,-0.630053404,1.430615165,0,1.739130435,36.3,3.3,18.7,23,6.890274819
14100,Jalisco,Tomatlán,-0.758404057,0.86918731,0.672043011,1.2300123,34.2,3.2,21.5,111,6.397825227
14101,Jalisco,Tonalá,-1.222371398,0.45136538,0.455710624,0,35.8,2.3,21.9,1861,6.138378684
14102,Jalisco,Tonaya,-1.115468668,0,0,0,38,2.8,24.1,9,7.624625004
14103,Jalisco,Tonila,-1.11398688,0,0,0,33.5,2.7,22.3,64,7.557942935
14104,Jalisco,Totatiche,-0.942546359,0,0,0,37.5,3.3,28.5,45,7.566091265
14105,Jalisco,Tototlán,-1.02005329,0,0,0,35.5,2.9,15.6,28,6.689913328
14106,Jalisco,Tuxcacuesco,-0.775423051,0,0,0,36.4,3.4,19.9,3,7.077705234
14107,Jalisco,Tuxcueca,-1.085235893,0,0,0,34.8,2.9,14.8,7,7.052946933
14108,Jalisco,Tuxpan,-1.097050705,0,0,0,36.7,2.6,23.7,90,7.093456941
14109,Jalisco,Unión de San Antonio,-0.866158661,0,0,0,39.1,2.9,13.7,72,6.559569945
14110,Jalisco,Unión de Tula,-1.201699389,0,0,0,37,3,21.3,13,7.419593088
14111,Jalisco,Valle de Guadalupe,-1.160517912,0,0,0,40.2,2.8,19.6,15,7.253075688
14112,Jalisco,Valle de Juárez,-1.033110159,0,0,0,34,2.9,21.4,36,7.39841461
14113,Jalisco,San Gabriel,-0.866394553,0,0,0,37.5,3,18.3,69,6.491023921
14114,Jalisco,Villa Corona,-1.141705575,0,0,0,34.2,2.8,18.5,37,6.924804539
14115,Jalisco,Villa Guerrero,-0.531401632,0,0,0,37.4,3.3,20.3,93,6.595180017
14116,Jalisco,Villa Hidalgo,-1.145402052,3.273322422,3.745318352,0,35.6,2.7,14,128,7.917161175
14117,Jalisco,Cañadas de Obregón,-0.97884764,0,0,0,34.8,3.1,20.9,12,7.276425144
14118,Jalisco,Yahualica de González Gallo,-1.030409684,0,0,0,36.6,2.8,16.6,172,7.245900393
14119,Jalisco,Zacoalco de Torres,-1.059993208,2.111932418,2.014775017,2.469135802,36.2,2.8,17.4,145,7.007407798
14120,Jalisco,Zapopan,-1.430914801,0.669996345,0.685329789,0,39,2,20.9,6729,7.287628162
14121,Jalisco,Zapotiltic,-1.16103862,0.634920635,0.665778961,0,36,2.7,22.2,73,7.311064196
14122,Jalisco,Zapotitlán de Vadillo,-0.637970965,0,0,0,41.6,3.4,26.3,59,6.691122132
14123,Jalisco,Zapotlán del Rey,-0.981664839,0,0,0,34.2,2.9,12.2,41,7.245383849
14124,Jalisco,Zapotlanejo,-1.028474522,0,0,0,38.1,2.7,15.8,341,6.761180963
14125,Jalisco,San Ignacio Cerro Gordo,-0.967218388,1.092896175,1.302083333,0,39.8,3,14.7,87,6.994879863
15001,México,Acambay,-0.36138865,0.268528464,0,0.359195402,38.8,3,15.8,609,5.958454941
15002,México,Acolman,-1.200505857,1.290738948,1.646090535,0,32.5,2.1,25.9,799,7.161730202
15003,México,Aculco,-0.468240386,0,0,0,37.2,2.8,14.7,386,6.721008573
15004,México,Almoloya de Alquisiras,-0.547661342,1.941747573,6.097560976,1.154734411,35.9,2.9,12.4,550,6.063968981
15005,México,Almoloya de Juárez,-0.579443276,0.266122594,0,0.816771032,34.1,2.5,18.7,6486,5.501985525
15006,México,Almoloya del Río,-1.047927503,1.314060447,1.366120219,0,32.2,2.3,20.2,429,5.858499479
15007,México,Amanalco,-0.256613075,1.985440106,0,2.194586686,35.7,3,12.8,382,5.797099501
15008,México,Amatepec,-0.345958259,0,0,0,36.4,3.4,15.5,246,6.411497567
15009,México,Amecameca,-1.073265075,0.310655483,0.37202381,0,33.8,2.2,21.8,461,7.09713308
15010,México,Apaxco,-1.091063079,0.874125874,1.128668172,0,32.3,2.4,24.5,395,7.734214895
15011,México,Atenco,-1.128132548,0.560538117,0.610128127,0,32.6,2.3,22.6,716,6.98280873
15012,México,Atizapán,-0.976868211,0,0,0,31.7,2.3,16.3,788,6.793607269
15013,México,Atizapán de Zaragoza,-1.433719459,3.384094755,3.424657534,0,35.5,2,22.2,2247,7.58287927
15014,México,Atlacomulco,-0.789027614,0.306983883,0.220264317,0.506329114,39.2,2.5,17.3,2688,5.865673974
15015,México,Atlautla,-0.70589178,1.360544218,1.432664756,0,34.6,2.5,20.4,262,6.518272587
15016,México,Axapusco,-0.909152181,0,0,0,32.4,2.6,17.8,610,7.035492944
15017,México,Ayapango,-1.057335221,0,0,0,31.6,2.3,21.2,72,7.23286305
15018,México,Calimaya,-1.054286641,0.651678071,0.725689405,0,31.8,2.3,21.1,1396,5.956975873
15019,México,Capulhuac,-1.160962086,1.263423879,1.321003963,0,34.6,2.3,21.1,848,6.137425768
15020,México,Coacalco de Berriozábal,-1.55597154,1.526251526,1.59642401,0,35.7,1.9,31.2,783,8.279488454
15021,México,Coatepec Harinas,-0.466194004,0.564971751,3.610108303,0.306466442,35.6,3,8.3,416,5.778281058
15022,México,Cocotitlán,-1.188430992,1.305483029,1.510574018,0,32.9,2.3,23.7,101,7.731154843
15023,México,Coyotepec,-1.045006861,0.724112962,1.081081081,0,33.2,2.4,21.8,601,5.898085412
15024,México,Cuautitlán,-1.484150564,0.348979236,0.357589844,0,33,1.9,30,1090,8.217271525
15025,México,Chalco,-1.10129402,0.483455092,0.498891353,0,33.8,2.2,22.8,3650,7.096149445
15026,México,Chapa de Mota,-0.568436224,0,0,0,34.9,2.8,12.3,278,6.505617334
15027,México,Chapultepec,-1.26907346,0,0,0,30.1,2.1,24,237,6.258411665
15028,México,Chiautla,-1.18589963,1.165501166,1.388888889,0,34.5,2.2,24.6,387,6.734897388
15029,México,Chicoloapan,-1.358795628,2.551612155,2.587017874,0,32.1,2,28.4,1233,6.613030316
15030,México,Chiconcuac,-1.239336364,1.564945227,1.587301587,0,34.5,2.1,25.6,280,6.790731988
15031,México,Chimalhuacán,-1.040028114,1.133496654,1.101847431,8.196721311,34.1,2.2,19.9,6770,6.031895658
15032,México,Donato Guerra,0.099038359,0.419815281,0,0.665335995,37.9,3.1,9.6,535,5.275403563
15033,México,Ecatepec de Morelos,-1.362248941,0.91030158,0.914649638,0,35.4,2.1,26.3,15667,7.40395679
15034,México,Ecatzingo,-0.515739343,3.231017771,2.049180328,7.633587786,34.1,2.8,15.6,137,6.146244859
15035,México,Huehuetoca,-1.326195925,1.061571125,0.934579439,2.325581395,29.4,2.1,26.2,2532,6.264931512
15036,México,Hueypoxtla,-0.924773623,1.17370892,1.448225923,0,32.3,2.6,17.5,608,7.2402486
15037,México,Huixquilucan,-1.347139042,1.111897301,1.093852549,1.331557923,35.2,1.9,18,3387,6.798261156
15038,México,Isidro Fabela,-0.866592404,5.434782609,0,5.434782609,33.9,2.4,17.7,69,7.196004703
15039,México,Ixtapaluca,-1.273491711,0.365385786,0.380228137,0,34.5,2,27.9,7521,7.033004186
15040,México,Ixtapan de la Sal,-0.808874911,0,0,0,36.4,2.6,16.6,162,6.647292278
15041,México,Ixtapan del Oro,-0.245937079,2.304147465,0,2.304147465,36.8,3.2,8.6,103,6.030140749
15042,México,Ixtlahuaca,-0.523621589,0.795782354,0.83273852,0.607164542,37.7,2.6,14.9,2461,6.015737503
15043,México,Xalatlaco,-0.790441254,1.201201201,0.78125,2.597402597,33.3,2.4,16.5,1128,6.01494849
15044,México,Jaltenco,-1.420391215,1.555209953,1.555209953,0,33.6,2.1,26.1,186,7.994713562
15045,México,Jilotepec,-0.763502383,0.7537215,0.377928949,1.127395716,37,2.6,15.8,835,6.760311765
15046,México,Jilotzingo,-1.042514446,0,0,0,33.3,2.2,18.2,457,6.717591782
15047,México,Jiquipilco,-0.515804118,0,0,0,35.4,2.7,15.7,989,5.736842323
15048,México,Jocotitlán,-0.818472982,1.080205239,0.405679513,2.423263328,37.7,2.5,17.9,1254,6.026466028
15049,México,Joquicingo,-0.679589961,0,0,0,30.7,2.6,17.6,244,6.292476525
15050,México,Juchitepec,-0.864214193,0.660938533,0.664010624,0,30.7,2.4,15.5,283,7.385832649
15051,México,Lerma,-1.146110698,0.687757909,0.673967987,0.74906367,33.4,2.3,23,2411,6.571133675
15052,México,Malinalco,-0.624614506,0.971345313,2.181025082,0,33.1,2.7,16.2,691,6.685181871
15053,México,Melchor Ocampo,-1.241188949,0.667111408,0.881834215,0,32.9,2.3,24.1,380,6.314744394
15054,México,Metepec,-1.44735285,0.180831826,0.184877057,0,36.3,1.9,23.6,4123,6.793949368
15055,México,Mexicaltzingo,-1.156718835,0,0,0,34.6,2.2,20.8,434,5.788709757
15056,México,Morelos,-0.264859702,0.504540868,1.149425287,0,36.2,3.1,12.1,635,5.428969145
15057,México,Naucalpan de Juárez,-1.356355584,0.547968302,0.554950801,0,35.1,2,20.6,23708,6.795582988
15058,México,Nezahualcóyotl,-1.360428807,0.811014347,0.811594203,0,36.5,2.1,26,13877,7.04844832
15059,México,Nextlalpan,-1.103658346,0,0,0,32.5,2.3,22.6,435,6.603045611
15060,México,Nicolás Romero,-1.22196543,1.647940075,1.569365976,3.300330033,33.3,2.2,22.8,1894,7.181035357
15061,México,Nopaltepec,-1.062505037,4.716981132,5.263157895,0,29.8,2.5,19.7,169,8.078820172
15062,México,Ocoyoacac,-1.139657156,0.578871201,0.632311097,0,35.4,2.2,21.9,1408,6.223084999
15063,México,Ocuilan,-0.57972757,0,0,0,33.7,2.8,15,788,6.637693317
15064,México,El Oro,-0.567108204,0.452488688,0,0.623441397,39.7,2.9,17.6,663,5.553200829
15065,México,Otumba,-0.973736533,0.633312223,0.927643785,0,33,2.5,18.9,957,6.807039172
15066,México,Otzoloapan,-0.49316178,0,0,0,38.6,3.4,16.9,54,6.48575938
15067,México,Otzolotepec,-0.700714437,1.541307028,1.526717557,1.602564103,34.7,2.5,16.1,684,6.242600107
15068,México,Ozumba,-0.910350369,0,0,0,34.2,2.4,20.4,198,6.974874975
15069,México,Papalotla,-1.27568054,0,0,0,34.2,2.2,25.3,49,6.509537685
15070,México,La Paz,-1.135922674,1.343265356,1.369521912,0,34.5,2.2,23.5,2167,6.809060996
15071,México,Polotitlán,-1.023917751,1.272264631,4.098360656,0,35.6,2.6,17.5,105,7.137488073
15072,México,Rayón,-1.118068034,0,0,0,31.1,2.3,25.9,66,6.87856919
15073,México,San Antonio la Isla,-1.203909146,1.851851852,1.949317739,0,28.8,2,26.9,353,6.78601191
15074,México,San Felipe del Progreso,-0.029185059,0.505152556,0.196116886,0.833506981,39.2,3.1,10,7246,5.2586419
15075,México,San Martín de las Pirámides,-1.156450642,0.793650794,1.172332943,0,33.8,2.3,21.2,639,7.341659031
15076,México,San Mateo Atenco,-1.131276584,0.556276655,0.588004704,0,32.5,2.3,22.5,2042,6.452905759
15077,México,San Simón de Guerrero,-0.537495392,2.028397566,0,2.028397566,34.8,3.1,15,77,6.250794286
15078,México,Santo Tomás,-0.759737746,1.672240803,0,1.672240803,35.2,3.1,15.8,99,6.528630691
15079,México,Soyaniquilpan de Juárez,-0.89673426,1.481481481,3.759398496,0,32.9,2.5,17,108,7.059710716
15080,México,Sultepec,-0.041858259,1.224989792,0,1.511335013,37.6,3.2,11.9,409,5.506695312
15081,México,Tecámac,-1.411451999,1.069310781,1.156920488,0,31.7,2,28.5,3796,7.283524095
15082,México,Tejupilco,-0.495472302,0.46267736,0,0.902527076,37,3,13.6,870,5.562780998
15083,México,Temamatla,-1.159505988,0,0,0,32.4,2.1,25,66,7.234242377
15084,México,Temascalapa,-0.981520838,2.032520325,1.287001287,4.830917874,33.1,2.5,19.9,975,6.915762234
15085,México,Temascalcingo,-0.489691905,1.498800959,1.808318264,1.192605844,37.6,3,14.4,1095,5.514062514
15086,México,Temascaltepec,-0.43225115,0.388802488,0,0.552486188,37.2,3,12.2,846,5.409844361
15087,México,Temoaya,-0.449203475,1.469045121,1.573564123,1.349527665,35,2.7,12.7,844,5.924906997
15088,México,Tenancingo,-0.87011484,0.844166807,1.097092704,0.439174352,35.7,2.5,17.5,1337,6.535313806
15089,México,Tenango del Aire,-1.104716128,0,0,0,32.8,2.3,26.1,116,8.124294677
15090,México,Tenango del Valle,-0.820537322,0.678081031,0.737599115,0,31.9,2.4,17.8,1438,6.075155747
15091,México,Teoloyucan,-1.225093314,1.693002257,2.173913043,0,33.6,2.3,22.9,689,6.024228806
15092,México,Teotihuacán,-1.204074109,0,0,0,33.8,2.3,23.1,743,7.057791954
15093,México,Tepetlaoxtoc,-1.070875866,0,0,0,32.4,2.3,23.5,392,6.899379662
15094,México,Tepetlixpa,-0.807803836,0,0,0,33.4,2.4,18.2,192,7.002823198
15095,México,Tepotzotlán,-1.190203572,1.866832607,2.169197397,0,34.3,2.2,23.6,380,7.297777447
15096,México,Tequixquiac,-1.099017085,1.858736059,1.007049345,12.04819277,31.3,2.5,20.9,491,7.081418607
15097,México,Texcaltitlán,-0.454733692,0.556483027,3.333333333,0,35.8,3,12.9,1185,5.668755621
15098,México,Texcalyacac,-1.090306398,0,0,0,34,2.2,24.9,57,6.244244948
15099,México,Texcoco,-1.256692845,1.499659168,1.454757056,2.169197397,35.8,2.1,24.8,3105,6.590966342
15100,México,Tezoyuca,-1.013198355,1.917545542,2.016129032,0,33.6,2.2,24.3,420,6.812965727
15101,México,Tianguistenco,-0.934906719,0.444247001,0.546448087,0,33.9,2.4,19.6,2153,6.23483285
15102,México,Timilpan,-0.796978364,0,0,0,35.8,2.8,15.6,161,6.560097101
15103,México,Tlalmanalco,-1.22937065,0.415282392,0.496031746,0,32.5,2.2,24.4,334,7.597997932
15104,México,Tlalnepantla de Baz,-1.419062487,1.009234496,1.01061142,0,36,2,24.2,8646,7.787091993
15105,México,Tlatlaya,-0.325969667,0,0,0,36.2,3.5,13.5,270,6.828850889
15106,México,Toluca,-1.221788253,0.579812,0.566336933,0.760841998,35.3,2.1,23,18625,6.39582365
15107,México,Tonatico,-1.004215927,0,0,0,33.6,2.6,17.1,46,6.964408072
15108,México,Tultepec,-1.280980249,0.439367311,0.508388409,0,33.5,2,26.1,476,6.626067284
15109,México,Tultitlán,-1.432931636,1.704089816,1.760016565,0,34.9,2,27.9,2276,7.061856351
15110,México,Valle de Bravo,-0.874670577,0.682283375,0.884173298,0.468384075,34.7,2.5,17.7,780,5.969804182
15111,México,Villa de Allende,-0.119120221,0.559127761,3.344481605,0.305064063,37.2,3,8.5,1175,5.194193629
15112,México,Villa del Carbón,-0.416871955,1.050052503,1.762114537,0.580720093,35.9,2.7,15.5,393,6.262758496
15113,México,Villa Guerrero,-0.584429508,0.422832981,0.42408821,0.42158516,34,2.8,10.2,597,6.457511952
15114,México,Villa Victoria,0.116771801,1.265022138,1.668752607,1.089324619,36.6,3,9.2,3231,5.296157263
15115,México,Xonacatlán,-0.974031974,0.354861604,0.406834825,0,32.8,2.4,22.1,711,6.129254442
15116,México,Zacazonapan,-0.865428536,0,0,0,34.4,3.1,10.4,57,6.541922851
15117,México,Zacualpan,-0.122920627,2.487562189,0,3.282275711,36.8,3,16.7,96,6.000459638
15118,México,Zinacantepec,-0.929572758,0.086775425,0.099393698,0,34,2.3,21.1,5696,5.851746419
15119,México,Zumpahuacán,-0.346395197,0,0,0,41.4,2.9,8,219,6.251633564
15120,México,Zumpango,-1.186736763,1.323724077,1.483190508,0,31.3,2.2,22.5,2891,6.725619403
15121,México,Cuautitlán Izcalli,-1.503656774,2.042419482,2.135348226,0,35.6,1.9,26.4,1716,7.663923358
15122,México,Valle de Chalco Solidaridad,-1.10227331,1.117759222,1.152239666,0.755857899,34.4,2.2,20.6,3984,5.927746166
15123,México,Luvianos,-0.136850664,1.130369254,0,1.729106628,39.8,3.6,14.9,365,5.614146459
15124,México,San José del Rincón,0.126578853,0.843051848,0,0.88365243,39.1,3.4,6.5,2399,5.329501944
15125,México,Tonanitla,-1.206647308,0,0,0,34.2,2.3,24.7,153,6.478973716
16001,Michoacán de Ocampo,Acuitzio,-0.61674671,0,0,0,36.1,2.7,15.3,172,6.838816984
16002,Michoacán de Ocampo,Aguililla,-0.512394591,0.882612533,1.242236025,0,36.5,3.3,13.4,401,6.509868193
16003,Michoacán de Ocampo,Álvaro Obregón,-0.891385172,0.60132291,0.864304235,0,31.4,3,17.1,313,6.174196729
16004,Michoacán de Ocampo,Angamacutiro,-0.817574973,0,0,0,32.1,2.9,13,160,7.619062194
16005,Michoacán de Ocampo,Angangueo,-0.512126532,1.308900524,0,2.873563218,35,3,24.1,157,7.091251181
16006,Michoacán de Ocampo,Apatzingán,-0.855854778,0.664641094,0.620090947,1.168224299,34.1,2.7,16.5,3034,6.776176991
16007,Michoacán de Ocampo,Aporo,-0.561899627,0,0,0,38.8,2.9,20,33,7.307321761
16008,Michoacán de Ocampo,Aquila,0.406701797,2,0,2,39.2,3.2,14.4,385,6.301540769
16009,Michoacán de Ocampo,Ario,-0.687308224,0.978473581,1.699716714,0,34.2,2.9,18.4,2439,8.177088739
16010,Michoacán de Ocampo,Arteaga,-0.429132478,1.679261125,2.378121284,0,39.1,3.2,17.3,106,6.051186012
16011,Michoacán de Ocampo,Briseñas,-1.01325758,0,0,0,32.9,2.8,20.9,119,6.91600456
16012,Michoacán de Ocampo,Buenavista,-0.655396193,0.56753689,0.353606789,1.436781609,33.3,2.9,10.5,1459,6.712205904
16013,Michoacán de Ocampo,Carácuaro,-0.261828235,0,0,0,37,3.9,17.4,153,6.684814668
16014,Michoacán de Ocampo,Coahuayana,-0.755491426,0,0,0,33.8,3.1,15.3,138,6.792991299
16015,Michoacán de Ocampo,Coalcomán de Vázquez Pallares,-0.572972921,2.180232558,1.709401709,4.854368932,39.2,3,21.4,751,6.744404655
16016,Michoacán de Ocampo,Coeneo,-0.690727796,1.077586207,2.132196162,0,31.9,2.9,12.9,237,7.632528976
16017,Michoacán de Ocampo,Contepec,-0.611863552,1.062134891,1.529051988,0.81366965,36.5,3.2,13.9,368,6.58573773
16018,Michoacán de Ocampo,Copándaro,-0.848908412,0,0,0,34.9,3,14.1,102,6.842344773
16019,Michoacán de Ocampo,Cotija,-0.824279368,0,0,0,34.9,2.9,14.3,270,7.517304046
16020,Michoacán de Ocampo,Cuitzeo,-0.740930141,0,0,0,34.3,2.7,12.9,420,6.538703523
16021,Michoacán de Ocampo,Charapan,0.002291523,2.69541779,1.485884101,14.49275362,34.4,2.8,7.6,278,6.918175312
16022,Michoacán de Ocampo,Charo,-0.882822414,0,0,0,33.8,2.9,13.8,179,6.839049346
16023,Michoacán de Ocampo,Chavinda,-0.832174917,0,0,0,32.4,3,12.3,165,7.620684131
16024,Michoacán de Ocampo,Cherán,-0.315570966,0.645577792,0.665335995,0,28.3,2.9,14.8,1029,7.038031774
16025,Michoacán de Ocampo,Chilchota,-0.31047882,1.419950302,1.040041602,2.237136465,31.4,2.5,9.3,823,7.149558005
16026,Michoacán de Ocampo,Chinicuila,-0.407867995,0,0,0,39.9,3.5,17.9,97,7.144283985
16027,Michoacán de Ocampo,Chucándiro,-0.669657878,0,0,0,32.4,3.3,9.6,33,7.224078227
16028,Michoacán de Ocampo,Churintzio,-1.022534328,0,0,0,34.2,3,17.4,45,8.08845646
16029,Michoacán de Ocampo,Churumuco,0.025724273,3.851091142,0,8.450704225,40.3,3.4,21.6,275,6.703179043
16030,Michoacán de Ocampo,Ecuandureo,-0.855929234,1.515151515,2.557544757,0,33.2,2.8,14.8,143,7.439431322
16031,Michoacán de Ocampo,Epitacio Huerta,-0.589302004,0,0,0,37.3,3.1,17.7,179,7.136593302
16032,Michoacán de Ocampo,Erongarícuaro,-0.613051927,2.134471718,1.984126984,2.309468822,33.3,3,13.7,161,7.29793226
16033,Michoacán de Ocampo,Gabriel Zamora,-0.696680445,1.223990208,1.734605377,0,33.6,3,16.1,452,7.292655513
16034,Michoacán de Ocampo,Hidalgo,-0.709906133,0.525762355,0.524383849,0.529941706,37.5,2.7,17.5,1848,7.094911632
16035,Michoacán de Ocampo,La Huacana,-0.312869527,0.402738623,0,0.914076782,37.7,3.3,15.6,825,6.862696644
16036,Michoacán de Ocampo,Huandacareo,-0.928369488,1.483679525,1.811594203,0,31.7,2.8,15,109,6.985710522
16037,Michoacán de Ocampo,Huaniqueo,-0.691655004,0,0,0,31.1,3,15.8,36,6.894664685
16038,Michoacán de Ocampo,Huetamo,-0.325017948,0.358294518,0.543183053,0,33.3,3.3,19.1,1162,7.455056197
16039,Michoacán de Ocampo,Huiramba,-0.748389981,0,0,0,32.4,3,13.6,43,6.718184466
16040,Michoacán de Ocampo,Indaparapeo,-0.670021891,0,0,0,34.2,2.9,13.8,201,6.601524727
16041,Michoacán de Ocampo,Irimbo,-0.72147157,1.095290252,1.718213058,0,38.4,2.9,17.9,210,7.261934424
16042,Michoacán de Ocampo,Ixtlán,-0.808944692,0,0,0,32.3,3.1,7.9,150,7.31538343
16043,Michoacán de Ocampo,Jacona,-0.952612863,1.013171226,0.843881857,5.128205128,33.5,2.6,13.7,548,7.258439145
