municipality,nom_ent,nom_mun,margination,T_mortalidad,T_mortalidad_Rural,T_mortalidad_Urbano,pct_single,avg_children_born,pct_fem_primary_degree,insurance_none,avg_prenatal_consults
20237,Oaxaca,San Marcos Arteaga,-0.670581246,0,0,0,35.3,3.2,13.5,11,7.150297619
20238,Oaxaca,San Martín de los Cansecos,-0.4143,0,0,0,32,2.9,-6,4,8.2375
20239,Oaxaca,San Martín Huamelúlpam,-0.443875487,0,0,0,38.7,3,15,18,7.77281746
20240,Oaxaca,San Martín Itunyoso,0.961532114,0,0,0,37.3,3.5,7.9,52,7.15214425
20241,Oaxaca,San Martín Lachilá,-0.256039022,0,0,0,28.8,3.2,11.5,3,7.832371795
20242,Oaxaca,San Martín Peras,1.081725376,7.481296758,5.813953488,8.733624454,37.6,3.8,2.3,232,5.941993274
20243,Oaxaca,San Martín Tilcajete,-0.6911062,0,0,0,33.4,2.5,8.4,12,7.244389821
20244,Oaxaca,San Martín Toxpalan,-0.4172997,0,0,0,34.6,2.9,20.8,38,6.742675962
20245,Oaxaca,San Martín Zacatepec,-0.147769773,10.86956522,0,10.86956522,32.5,3.9,7.6,22,6.540297483
20246,Oaxaca,San Mateo Cajonos,-0.155530645,0,0,0,30.8,3.1,-6,12,7.082034632
20247,Oaxaca,Capulálpam de Méndez,-1.201050239,0,0,0,35.4,2.4,32.7,1,7.383874239
20248,Oaxaca,San Mateo del Mar,0.948315015,0,0,0,37.9,3.1,17.2,91,6.600810329
20249,Oaxaca,San Mateo Yoloxochitlán,0.151156691,0,0,0,37.5,2.9,21.4,217,5.910055376
20250,Oaxaca,San Mateo Etlatongo,-0.636403387,0,0,0,32,3,10.4,2,7.26545146
20251,Oaxaca,San Mateo Nejápam,0.064812288,0,0,0,34.6,3.7,-6,10,6.637410287
20252,Oaxaca,San Mateo Peñasco,0.147935208,0,0,0,32.9,3.1,9.1,30,6.550520193
20253,Oaxaca,San Mateo Piñas,0.417998023,0,0,0,35.7,3.2,8.5,12,6.104273504
20254,Oaxaca,San Mateo Río Hondo,0.181448912,0,0,0,38.6,2.8,13.9,41,6.859521116
20255,Oaxaca,San Mateo Sindihui,0.295996453,12.98701299,0,12.98701299,31.6,3.6,10.3,29,6.957512626
20256,Oaxaca,San Mateo Tlapiltepec,-0.529196581,0,0,0,29.2,4.1,-6,1,5.8125
20257,Oaxaca,San Melchor Betaza,0.16407571,0,0,0,30.8,2.9,-6,36,6.682291667
20258,Oaxaca,San Miguel Achiutla,-0.150871237,0,0,0,34.5,3.4,50,17,5.934659091
20259,Oaxaca,San Miguel Ahuehuetitlán,0.475392049,0,0,0,37,3.8,-6,32,5.801630501
20260,Oaxaca,San Miguel Aloápam,-0.072088264,0,0,0,38.8,2.9,-6,8,6.184915414
20261,Oaxaca,San Miguel Amatitlán,0.161327002,0,0,0,40,3.6,6.3,55,6.005974587
20262,Oaxaca,San Miguel Amatlán,-0.649534132,0,0,0,33.3,3.4,5.4,19,8.036111111
20263,Oaxaca,San Miguel Coatlán,0.556844617,0,0,0,29.6,3.5,4,45,6.427123438
20264,Oaxaca,San Miguel Chicahua,0.247876473,7.874015748,0,7.874015748,31.1,3.6,8.1,10,6.30155071
20265,Oaxaca,San Miguel Chimalapa,0.002215844,0,0,0,36.2,3.3,13.8,24,7.073869464
20266,Oaxaca,San Miguel del Puerto,-0.007485379,0,0,0,40.2,2.9,12,27,6.226817922
20267,Oaxaca,San Miguel del Río,-0.917583673,0,0,0,38.1,2.8,0,0,7.75
20268,Oaxaca,San Miguel Ejutla,-0.318884061,0,0,0,33.6,2.9,6.5,5,7.996527778
20269,Oaxaca,San Miguel el Grande,-0.271744512,0,0,0,37,2.8,25.1,39,6.197454629
20270,Oaxaca,San Miguel Huautla,0.445200357,0,0,0,35.8,4,7.4,4,5.544908425
20271,Oaxaca,San Miguel Mixtepec,0.516464499,0,0,0,37.5,3.2,4.2,7,5.004710626
20272,Oaxaca,San Miguel Panixtlahuaca,-0.051305827,0,0,0,38.8,2.9,10.5,91,5.726342626
20273,Oaxaca,San Miguel Peras,0.450615528,0,0,0,35.8,3.5,6.3,22,5.677132157
20274,Oaxaca,San Miguel Piedras,0.447304321,0,0,0,35.3,3.1,0,5,6.185416667
20275,Oaxaca,San Miguel Quetzaltepec,0.26125678,7.782101167,5.882352941,11.49425287,35.5,2.3,13.6,59,6.757270104
20276,Oaxaca,San Miguel Santa Flor,0.568476404,0,0,0,36.3,3.2,-6,9,7.408119658
20277,Oaxaca,Villa Sola de Vega,0.267488327,1.893939394,0,1.893939394,40,3.1,10.4,64,6.287528832
20278,Oaxaca,San Miguel Soyaltepec,0.028027295,2.595717067,1.153402537,4.451038576,35.9,2.9,20.4,110,5.484236251
20279,Oaxaca,San Miguel Suchixtepec,-0.038928409,0,0,0,42.1,2.4,18.6,38,6.59544335
20280,Oaxaca,Villa Talea de Castro,-0.65243279,0,0,0,33.1,2.8,18.8,24,6.625770111
20281,Oaxaca,San Miguel Tecomatlán,-0.761002597,0,0,0,28.6,3.5,18.5,0,7.4875
20282,Oaxaca,San Miguel Tenango,-0.098330353,0,0,0,33.3,3.5,15.2,4,7.5
20283,Oaxaca,San Miguel Tequixtepec,-0.418439443,0,0,0,30.3,4,-6,5,6.459329413
20284,Oaxaca,San Miguel Tilquiápam,0.751531519,0,0,0,34.3,3.5,2.3,93,6.968005989
20285,Oaxaca,San Miguel Tlacamama,-0.151871323,6.944444444,0,6.944444444,39.9,2.8,13.6,37,6.330390376
20286,Oaxaca,San Miguel Tlacotepec,-0.149825994,0,0,0,35.3,3.1,8.5,77,7.349909256
20287,Oaxaca,San Miguel Tulancingo,-0.349271965,0,0,0,30.7,4,-6,5,8.5
20288,Oaxaca,San Miguel Yotao,-0.070380851,0,0,0,34.2,2.8,0,1,7.033333333
20289,Oaxaca,San Nicolás,-0.259761417,0,0,0,29.8,3.2,-6,19,7.322563789
20290,Oaxaca,San Nicolás Hidalgo,-0.516712253,0,0,0,36.1,3.7,10.7,3,6.552188552
20291,Oaxaca,San Pablo Coatlán,-0.124496328,0,0,0,36.4,3.2,7.7,24,6.140277778
20292,Oaxaca,San Pablo Cuatro Venados,0.243497334,0,0,0,37.9,3.4,19.5,11,6.204233267
20293,Oaxaca,San Pablo Etla,-1.366501989,0,0,0,35.8,1.8,22.3,116,8.569303962
20294,Oaxaca,San Pablo Huitzo,-0.944843254,0,0,0,36.4,2.4,21.5,19,8.090918646
20295,Oaxaca,San Pablo Huixtepec,-0.758356975,3.25732899,3.898635478,0,33.8,2.6,19.2,43,7.101698562
20296,Oaxaca,San Pablo Macuiltianguis,-0.40459817,0,0,0,28.9,3.9,10.9,3,6.705357143
20297,Oaxaca,San Pablo Tijaltepec,0.460647581,0,0,0,28.7,2.9,5,24,5.330002612
20298,Oaxaca,San Pablo Villa de Mitla,-0.47908959,1.317523057,1.618122977,0,33.7,2.5,10.2,259,7.451271144
20299,Oaxaca,San Pablo Yaganiza,-0.2872,0,0,0,32.6,2.9,-6,16,6.879761905
20300,Oaxaca,San Pedro Amuzgos,-0.040179298,0,0,0,39.5,2.8,15.6,82,6.18392138
20301,Oaxaca,San Pedro Apóstol,-0.126993782,0,0,0,39.9,2.4,16.8,5,6.470820393
20302,Oaxaca,San Pedro Atoyac,-0.040612838,0,0,0,38.2,3.2,9.7,88,6.42201616
20303,Oaxaca,San Pedro Cajonos,-0.363395734,0,0,0,35.5,3,8.7,27,7.335227273
20304,Oaxaca,San Pedro Coxcaltepec Cántaros,0.079369918,0,0,0,32.8,4.2,3.4,3,5.877525253
20305,Oaxaca,San Pedro Comitancillo,-1.113052713,0,0,0,34.7,2.5,24.4,33,7.195560665
20306,Oaxaca,San Pedro el Alto,0.389809454,7.518796992,0,7.518796992,33.8,3,2.8,37,6.45165999
20307,Oaxaca,San Pedro Huamelula,-0.457255295,1.972386588,0,1.972386588,34.3,3.1,23.9,51,6.966751668
20308,Oaxaca,San Pedro Huilotepec,-0.386160831,0,0,0,34.9,2.6,10.9,12,6.89210466
20309,Oaxaca,San Pedro Ixcatlán,0.20339568,3.968253968,2.72479564,7.299270073,35.7,3.3,15.5,77,5.752765829
20310,Oaxaca,San Pedro Ixtlahuaca,-0.516909792,0,0,0,33.8,2.4,13.9,64,6.604814689
20311,Oaxaca,San Pedro Jaltepetongo,0.0849,0,0,0,26.2,4.3,-6,3,8
20312,Oaxaca,San Pedro Jicayán,0.314547797,0,0,0,37.1,3.4,19.7,152,6.161452718
20313,Oaxaca,San Pedro Jocotipac,0.207011751,0,0,0,27.8,3.5,-6,1,8.435984848
20314,Oaxaca,San Pedro Juchatengo,-0.687241819,0,0,0,42.8,2.5,12.6,12,7.780026991
20315,Oaxaca,San Pedro Mártir,0.462524547,0,0,0,34.2,2.6,9.1,8,6.100371481
20316,Oaxaca,San Pedro Mártir Quiechapa,-0.3671,0,0,0,36.1,3.6,-6,3,7.125
20317,Oaxaca,San Pedro Mártir Yucuxaco,-0.174643701,0,0,0,39.1,3.6,13.6,32,6.764204545
20318,Oaxaca,San Pedro Mixtepec -Dto. 22 -,-0.736549876,0.267379679,0.312989045,0,35.6,2.3,18.6,189,7.188175071
20319,Oaxaca,San Pedro Mixtepec -Dto. 26 -,0.120964604,0,0,0,38,2.6,9.8,8,7.16875
20320,Oaxaca,San Pedro Molinos,-0.133517566,0,0,0,34.8,3.3,18.4,11,6.3375
20321,Oaxaca,San Pedro Nopala,0.121370952,0,0,0,32.8,4.3,-6,3,5.858173077
20322,Oaxaca,San Pedro Ocopetatillo,0.4191,0,0,0,27.8,3.7,6.3,33,6.649561404
20323,Oaxaca,San Pedro Ocotepec,0.16947096,8.196721311,0,8.196721311,40.1,3,19,17,5.726372925
20324,Oaxaca,San Pedro Pochutla,-0.223963568,0.761035008,0.586166471,0.894454383,37.8,2.7,18.4,137,6.341294363
20325,Oaxaca,San Pedro Quiatoni,0.317362835,1.76056338,2.132196162,0,38.8,2.8,5.4,151,6.710795036
20326,Oaxaca,San Pedro Sochiápam,0.083850414,10.58201058,0,10.58201058,37.4,3.5,14.9,80,6.797438353
20327,Oaxaca,San Pedro Tapanatepec,-0.454811535,1.19047619,0,3.891050584,31,2.8,17.8,65,5.952455306
20328,Oaxaca,San Pedro Taviche,0.202018926,0,0,0,42.3,2.8,-6,2,5.612596253
20329,Oaxaca,San Pedro Teozacoalco,-0.027931515,0,0,0,35.5,3.4,4.4,1,7.756944444
20330,Oaxaca,San Pedro Teutila,-0.00156051,6.097560976,0,6.097560976,38.4,3,14.9,16,5.740052701
20331,Oaxaca,San Pedro Tidaá,0.001708949,0,0,0,23.2,3.6,8,4,6.061111111
20332,Oaxaca,San Pedro Topiltepec,-0.562581773,0,0,0,29.2,3.4,-6,1,5.375
20333,Oaxaca,San Pedro Totolápam,-0.762189896,0,0,0,34.8,2.7,12.7,72,8.502038014
20334,Oaxaca,Villa de Tututepec de Melchor Ocampo,-0.28592607,0.369822485,0,0.593824228,35.1,2.9,12.6,275,6.632045773
20335,Oaxaca,San Pedro Yaneri,0.158922156,0,0,0,33.1,2.7,-6,6,5.627705628
20336,Oaxaca,San Pedro Yólox,-0.178854918,0,0,0,35.5,3.5,9.1,4,5.997105263
20337,Oaxaca,San Pedro y San Pablo Ayutla,0.584578436,2.770083102,0,2.770083102,36,3.2,10.6,21,6.064427061
20338,Oaxaca,Villa de Etla,-1.085064009,0,0,0,38.7,2.1,21.9,84,8.159433819
20339,Oaxaca,San Pedro y San Pablo Teposcolula,-0.826332966,0,0,0,35.1,2.6,19.7,35,6.995682674
20340,Oaxaca,San Pedro y San Pablo Tequixtepec,-0.382845048,0,0,0,38.6,3.7,6.7,20,6.554834055
20341,Oaxaca,San Pedro Yucunama,-0.591567241,0,0,0,35.4,3.3,-6,3,6.45
20342,Oaxaca,San Raymundo Jalpan,-0.812172535,0,0,0,35.8,2.2,14.7,18,7.846428571
20343,Oaxaca,San Sebastián Abasolo,-0.857578421,0,0,0,32.5,2.8,8.6,18,8.015740741
20344,Oaxaca,San Sebastián Coatlán,-0.085495982,8.333333333,0,8.333333333,40.2,2.8,10.5,55,8.267230576
20345,Oaxaca,San Sebastián Ixcapa,-0.299884073,0,0,0,37,3.3,19,46,6.993896761
20346,Oaxaca,San Sebastián Nicananduta,-0.189758523,0,0,0,25.3,3.1,10.5,27,7.625
20347,Oaxaca,San Sebastián Río Hondo,0.239307833,6.329113924,0,6.329113924,38.6,2.4,11.6,39,5.949792961
20348,Oaxaca,San Sebastián Tecomaxtlahuaca,-0.023849976,3.134796238,0,3.134796238,37.4,3.1,9.7,186,7.895074697
20349,Oaxaca,San Sebastián Teitipac,-0.271300658,0,0,0,34.5,2.9,13.9,48,7.913554398
20350,Oaxaca,San Sebastián Tutla,-1.510593947,0,0,0,42.2,1.6,26.6,65,8.379376251
20351,Oaxaca,San Simón Almolongas,-0.184014525,0,0,0,30.5,3.2,4.1,31,7.479807692
20352,Oaxaca,San Simón Zahuatlán,0.977243934,0,0,0,39.6,3.6,3,188,5.142433295
20353,Oaxaca,Santa Ana,-0.277102427,0,0,0,36.8,2.9,7.5,28,7.535183566
20354,Oaxaca,Santa Ana Ateixtlahuaca,0.789012745,0,0,0,33.4,3.8,11.1,17,6.791666667
20355,Oaxaca,Santa Ana Cuauhtémoc,0.367801762,0,0,0,35.1,2.8,17.6,7,7.621527778
20356,Oaxaca,Santa Ana del Valle,-0.5358,0,0,0,35,3.1,7.6,62,6.453869048
20357,Oaxaca,Santa Ana Tavela,-0.333164537,0,0,0,35.3,3.4,10.9,6,7.78125
20358,Oaxaca,Santa Ana Tlapacoyan,-0.296212837,0,0,0,31,3.3,11,7,7.720923913
20359,Oaxaca,Santa Ana Yareni,-0.0516,45.45454545,0,45.45454545,32.2,3.3,0,6,7.805555556
20360,Oaxaca,Santa Ana Zegache,-0.130392205,0,0,0,37.7,2.8,17.1,27,7.130689774
20361,Oaxaca,Santa Catalina Quierí,0.1527,0,0,0,37.6,3.2,-6,11,5.815705128
20362,Oaxaca,Santa Catarina Cuixtla,-0.401366176,0,0,0,32.7,3,9,10,7.267195767
20363,Oaxaca,Santa Catarina Ixtepeji,-0.687441967,0,0,0,36.4,2.7,8.1,18,7.570575547
20364,Oaxaca,Santa Catarina Juquila,0.005542148,0,0,0,38.8,2.6,13.1,171,5.871656675
20365,Oaxaca,Santa Catarina Lachatao,-0.54259365,0,0,0,29.2,3.2,6.1,6,7.79739011
20366,Oaxaca,Santa Catarina Loxicha,0.305556096,0,0,0,34.6,3.6,6.9,58,6.260377032
20367,Oaxaca,Santa Catarina Mechoacán,0.274888356,0,0,0,35.1,2.9,19.7,47,7.880401107
20368,Oaxaca,Santa Catarina Minas,-0.434349009,0,0,0,39,2.9,17.1,2,6.533637422
20369,Oaxaca,Santa Catarina Quiané,-0.731386627,0,0,0,31.8,2.6,17.9,4,7.264855072
20370,Oaxaca,Santa Catarina Tayata,-0.624582916,0,0,0,36.9,3.2,15.4,17,8.264772727
20371,Oaxaca,Santa Catarina Ticuá,0.134190881,0,0,0,33.2,3.4,13.6,3,6.330473856
20372,Oaxaca,Santa Catarina Yosonotú,0.273378791,0,0,0,36.4,3.1,9,39,7.068272006
20373,Oaxaca,Santa Catarina Zapoquila,-0.069081027,0,0,0,29.1,4.9,-6,3,6.991666667
20374,Oaxaca,Santa Cruz Acatepec,0.675665646,0,0,0,39.6,3.3,11.4,85,6.212450803
20375,Oaxaca,Santa Cruz Amilpas,-1.1363,0,0,0,38.4,1.8,23.7,50,7.874041358
20376,Oaxaca,Santa Cruz de Bravo,-0.3509,0,0,0,28.7,4,18.2,4,6.702678571
20377,Oaxaca,Santa Cruz Itundujia,0.294788036,1.779359431,0,1.779359431,37,3.4,15.9,143,6.2852004
20378,Oaxaca,Santa Cruz Mixtepec,-0.404943209,0,0,0,36.5,3.1,10.9,7,6.119112904
20379,Oaxaca,Santa Cruz Nundaco,0.251652096,0,0,0,40,3.2,9.1,112,7.06560559
20380,Oaxaca,Santa Cruz Papalutla,-0.588886105,0,0,0,32,2.8,13.1,25,6.984307629
20381,Oaxaca,Santa Cruz Tacache de Mina,-0.850160284,0,0,0,32.1,3.9,18.8,50,7.207750896
20382,Oaxaca,Santa Cruz Tacahua,0.413235556,0,0,0,29.2,3.2,8.6,30,6.660669192
20383,Oaxaca,Santa Cruz Tayata,-0.407236842,0,0,0,40.9,3,19.6,22,7.665178571
20384,Oaxaca,Santa Cruz Xitla,-0.032904608,0,0,0,34.5,3,3.1,108,7.410245556
20385,Oaxaca,Santa Cruz Xoxocotlán,-1.025323489,0.946431952,0.784929356,5.347593583,37.5,1.9,20.7,398,7.265383541
20386,Oaxaca,Santa Cruz Zenzontepec,0.623202162,3.06122449,0,3.06122449,41.5,3,8.5,74,6.092369138
20387,Oaxaca,Santa Gertrudis,-0.545661442,0,0,0,31.1,2.9,16.7,11,7.007293584
20388,Oaxaca,Santa Inés del Monte,0.244931677,0,0,0,36.8,3.5,1.8,7,5.348594577
20389,Oaxaca,Santa Inés Yatzeche,0.1538,0,0,0,43.9,2.6,-6,7,5.402777778
20390,Oaxaca,Santa Lucía del Camino,-1.249624913,1.190948789,1.190948789,0,40.6,1.8,20.8,207,7.797566548
20391,Oaxaca,Santa Lucía Miahuatlán,0.973147586,0,0,0,30,3,-6,71,5.855638703
20392,Oaxaca,Santa Lucía Monteverde,0.525718793,5.221932115,0,5.221932115,33.6,3.5,8,117,6.564914191
20393,Oaxaca,Santa Lucía Ocotlán,-0.035945866,0,0,0,35.4,2.4,5.6,10,6.694863506
20394,Oaxaca,Santa María Alotepec,-0.204204896,0,0,0,32.6,2.6,22.6,29,6.581275548
20395,Oaxaca,Santa María Apazco,0.615064331,0,0,0,31.4,4.9,3.9,10,6.060170807
20396,Oaxaca,Santa María la Asunción,1.048649016,0,0,0,40,2.7,5.5,141,6.408039992
20397,Oaxaca,Heroica Ciudad de Tlaxiaco,-0.546360609,0.459136823,1.160092807,0,39.2,2.4,24.7,1467,7.32185981
20398,Oaxaca,Ayoquezco de Aldama,-0.32330227,0,0,0,33.2,3.1,8.5,15,6.302133747
20399,Oaxaca,Santa María Atzompa,-0.944037608,1.699716714,1.765744556,0,37.6,1.9,18.2,190,7.179495977
20400,Oaxaca,Santa María Camotlán,-0.618568015,0,0,0,35.7,3.6,9.4,3,7.634324009
20401,Oaxaca,Santa María Colotepec,-0.524963483,1.396648045,0,1.474926254,37.1,2.5,19.3,70,6.65106049
20402,Oaxaca,Santa María Cortijo,-0.525985688,0,0,0,32.3,3,16.2,8,6.676986208
20403,Oaxaca,Santa María Coyotepec,-1.037976587,0,0,0,33.6,2.1,13.9,15,7.751428422
20404,Oaxaca,Santa María Chachoápam,-0.841660183,0,0,0,31.4,3,16.7,5,7.457051282
20405,Oaxaca,Villa de Chilapa de Díaz,-0.46499472,0,0,0,30.2,3.3,12.1,5,6.838164251
20406,Oaxaca,Santa María Chilchotla,0.922338885,3.649635036,0,3.649635036,38,3,13.4,994,6.249689524
20407,Oaxaca,Santa María Chimalapa,0.106539631,0,0,0,38.1,3,19.4,54,6.998031323
20408,Oaxaca,Santa María del Rosario,-0.398406458,0,0,0,30.6,3.2,9.5,11,9.133333333
20409,Oaxaca,Santa María del Tule,-1.36767673,0,0,0,36.8,1.8,21.4,83,8.502750028
20410,Oaxaca,Santa María Ecatepec,-0.449459838,0,0,0,34,3.4,16.7,20,6.363229167
20411,Oaxaca,Santa María Guelacé,-0.944106005,0,0,0,35.3,2.4,11.2,9,7.033630952
20412,Oaxaca,Santa María Guienagati,0.149443609,0,0,0,35.5,3.3,14,47,6.371433739
20413,Oaxaca,Santa María Huatulco,-0.808383657,0.857387825,0.471031559,1.453488372,35.8,2.2,18.5,157,6.995586101
20414,Oaxaca,Santa María Huazolotitlán,-0.264283519,0,0,0,34.2,3,13.5,122,6.603471812
20415,Oaxaca,Santa María Ipalapa,-0.407562193,0,0,0,35.8,3.7,9.5,19,5.950372024
20416,Oaxaca,Santa María Ixcatlán,0.154447674,50,0,50,29,3.4,0,11,7.785714286
20417,Oaxaca,Santa María Jacatepec,-0.387199545,2.506265664,0,2.506265664,35.8,2.8,16.6,10,6.132741085
20418,Oaxaca,Santa María Jalapa del Marqués,-0.658485305,1.406469761,1.485884101,0,34.2,2.7,20.9,94,6.492670762
20419,Oaxaca,Santa María Jaltianguis,-0.978696,29.41176471,0,29.41176471,33.5,2.7,12.1,0,7.266865079
20420,Oaxaca,Santa María Lachixío,0.099055655,0,0,0,41.5,2.7,4.9,6,5.565289855
20421,Oaxaca,Santa María Mixtequilla,-0.701060536,0,0,0,32.6,2.6,18.5,25,7.202938728
20422,Oaxaca,Santa María Nativitas,-0.284746256,0,0,0,37.5,3.8,14.1,6,7.250811688
20423,Oaxaca,Santa María Nduayaco,-0.031889455,0,0,0,38.4,3.9,5.1,0,5.922222222
20424,Oaxaca,Santa María Ozolotepec,0.363790606,33.33333333,0,33.33333333,40.4,3,16.4,28,6.058851103
20425,Oaxaca,Santa María Pápalo,0.237767813,0,0,0,34.8,2.7,13.6,15,7.397546898
20426,Oaxaca,Santa María Peñoles,0.506344183,0,0,0,35,3.8,5.2,24,6.051708938
20427,Oaxaca,Santa María Petapa,-0.560399565,0,0,0,33.4,2.5,19.2,127,7.134524509
20428,Oaxaca,Santa María Quiegolani,0.333134124,0,0,0,41.4,3.3,10.4,7,5.866300366
20429,Oaxaca,Santa María Sola,0.108451969,0,0,0,39.6,3.3,12.6,10,8.513197587
20430,Oaxaca,Santa María Tataltepec,-0.040752174,0,0,0,25.4,3.5,-6,1,5.857142857
20431,Oaxaca,Santa María Tecomavaca,-0.678871082,0,0,0,34.7,2.8,25.2,3,6.779166754
20432,Oaxaca,Santa María Temaxcalapa,-0.6242,0,0,0,31.3,2.9,10,27,7.777056277
20433,Oaxaca,Santa María Temaxcaltepec,0.514586936,10.81081081,0,10.81081081,32.9,3,5.3,13,5.093466158
20434,Oaxaca,Santa María Teopoxco,0.321293378,0,0,0,38,3.6,4.5,168,6.295074068
20435,Oaxaca,Santa María Tepantlali,0.404700285,0,0,0,32.5,3.1,3.7,14,5.656732655
20436,Oaxaca,Santa María Texcatitlán,0.080781671,0,0,0,31.1,3.2,0,7,8.138151734
20437,Oaxaca,Santa María Tlahuitoltepec,0.346433271,6.048387097,2.83286119,13.98601399,39.9,2.9,12.6,22,5.99018801
20438,Oaxaca,Santa María Tlalixtac,0.292695952,11.23595506,0,11.23595506,41.5,3.1,10.4,18,6.791025641
20439,Oaxaca,Santa María Tonameca,0.134226692,0.946073794,0,0.946073794,36.6,2.9,16.9,64,6.012872157
20440,Oaxaca,Santa María Totolapilla,-0.3305,0,0,0,28.9,3.3,13.3,5,7.72008547
20441,Oaxaca,Santa María Xadani,-0.026461457,5.263157895,5.277044855,0,30.4,2.9,3.3,23,6.610020951
20442,Oaxaca,Santa María Yalina,-0.5217,0,0,0,35.8,2.7,-6,3,7.1
20443,Oaxaca,Santa María Yavesía,-1.128383929,0,0,0,27.1,3.3,11.8,0,6.848214286
20444,Oaxaca,Santa María Yolotepec,0.224849024,0,0,0,38.2,3.8,22.7,8,6.195841165
20445,Oaxaca,Santa María Yosoyúa,0.113652558,0,0,0,40.6,3,28.6,42,6.789552005
20446,Oaxaca,Santa María Yucuhiti,-0.456333827,0,0,0,37.4,3.3,24.4,70,6.993103917
20447,Oaxaca,Santa María Zacatepec,-0.350519382,0.877963126,1.468428781,0,38.9,3.1,12.4,84,6.180050816
20448,Oaxaca,Santa María Zaniza,0.520194027,23.80952381,0,23.80952381,37.1,3.3,4.7,9,4.446240602
20449,Oaxaca,Santa María Zoquitlán,-0.254822656,0,0,0,36.3,3.2,16.9,77,8.273452917
20450,Oaxaca,Santiago Amoltepec,0.930060351,4.69924812,0,4.69924812,33.1,3.5,8.5,283,4.834897287
20451,Oaxaca,Santiago Apoala,0.507133143,0,0,0,19.7,4.9,-6,3,5.84280303
20452,Oaxaca,Santiago Apóstol,0.347485047,5.813953488,6.25,0,37.8,3,3.2,41,7.184547056
20453,Oaxaca,Santiago Astata,-0.516521252,0,0,0,34.3,3,14.1,17,6.550690976
20454,Oaxaca,Santiago Atitlán,0.01659022,15.15151515,0,15.15151515,37.1,2.7,22,8,6.312450181
20455,Oaxaca,Santiago Ayuquililla,-0.11064818,0,0,0,40.7,3.5,15,74,6.89073894
20456,Oaxaca,Santiago Cacaloxtepec,-0.301493891,0,0,0,33,3,11,43,7.06288961
20457,Oaxaca,Santiago Camotlán,0.16595137,0,0,0,37.5,3.1,9.8,26,6.987065217
20458,Oaxaca,Santiago Comaltepec,-0.660342511,0,0,0,34.5,3,16.3,4,6.667647059
20459,Oaxaca,Santiago Chazumba,-0.669532418,0,0,0,36.2,3.5,16.3,43,6.973235706
20460,Oaxaca,Santiago Choápam,0.068992389,0,0,0,36.2,3.1,12,47,6.879295111
20461,Oaxaca,Santiago del Río,0.187488111,0,0,0,27.9,4.3,4.3,6,7.666666667
20462,Oaxaca,Santiago Huajolotitlán,-0.848027195,0,0,0,38.2,2.8,19.2,50,6.794155262
20463,Oaxaca,Santiago Huauclilla,-0.16587813,100,0,100,30.4,4.4,12.2,0,7.208333333
20464,Oaxaca,Santiago Ihuitlán Plumas,-0.244835625,0,0,0,30.2,3.9,5.7,0,7.175
20465,Oaxaca,Santiago Ixcuintepec,-0.078802615,0,0,0,37,3,29.4,16,6.44375
20466,Oaxaca,Santiago Ixtayutla,0.675341797,8.503401361,0,8.503401361,36.7,2.5,11,220,6.258822344
20467,Oaxaca,Santiago Jamiltepec,-0.311012174,0.787401575,1.145475372,0,35.4,2.8,22.7,391,6.733045531
20468,Oaxaca,Santiago Jocotepec,0.071020335,0,0,0,38.7,3.3,14.3,47,6.054558022
20469,Oaxaca,Santiago Juxtlahuaca,0.495113633,2.156721783,2.923976608,1.414427157,37.6,2.9,16.5,710,6.2289508
20470,Oaxaca,Santiago Lachiguiri,-0.063667292,6.535947712,0,6.535947712,33.5,2.8,14.1,37,6.72794289
20471,Oaxaca,Santiago Lalopa,-0.1882,0,0,0,36.4,2.6,20,2,5.451388889
20472,Oaxaca,Santiago Laollaga,-0.698108193,6.944444444,8.849557522,0,31.6,2.8,17.5,35,6.61387764
20473,Oaxaca,Santiago Laxopa,-0.404812912,17.24137931,0,17.24137931,38.8,2.9,2,2,6.778627622
20474,Oaxaca,Santiago Llano Grande,-0.379893037,7.142857143,0,7.142857143,36.7,3.2,17.3,25,5.954557194
20475,Oaxaca,Santiago Matatlán,0.025362033,0,0,0,34.9,2.6,11.6,179,7.561022105
20476,Oaxaca,Santiago Miltepec,-0.559125428,0,0,0,41,3.2,6.7,7,7.291666667
20477,Oaxaca,Santiago Minas,0.046457832,0,0,0,37.2,3.3,8.4,9,7.868220015
20478,Oaxaca,Santiago Nacaltepec,-0.32186529,0,0,0,29.7,3.7,5.5,7,8.058190602
20479,Oaxaca,Santiago Nejapilla,-0.185594521,0,0,0,29.2,3.7,-6,0,7.75
20480,Oaxaca,Santiago Nundiche,0.219255946,0,0,0,28.5,3.3,3.6,30,7.972222222
20481,Oaxaca,Santiago Nuyoó,-0.15164115,0,0,0,29.3,3.3,21.1,74,7.805849673
20482,Oaxaca,Santiago Pinotepa Nacional,-0.310295941,1.289075089,2.069322297,0,37.3,2.6,19.4,691,6.223842891
20483,Oaxaca,Santiago Suchilquitongo,-0.729813582,0,0,0,36,2.3,21.3,38,7.160612715
20484,Oaxaca,Santiago Tamazola,-0.022823627,0,0,0,39.7,3.5,13.9,26,6.256834547
20485,Oaxaca,Santiago Tapextla,0.164935302,0,0,0,36.6,4,7.2,14,5.490384615
20486,Oaxaca,Villa Tejúpam de la Unión,-0.559686594,0,0,0,33.3,2.9,17.3,8,6.600769374
