1,-1.426693925
2,-0.988097105
3,-1.117377348
4,-1.064479411
5,-1.229897663
6,-1.205984315
7,-1.134162005
8,-1.122696921
9,-1.018944331
10,-0.949912051
11,-1.217369767
12,-1.145878071
13,-1.414574188
14,-1.255139977
15,-1.372944428
16,-1.17658946
17,-1.136544908
18,-0.983878058
19,-1.383916104
20,-1.112422609
21,-1.031618754
22,-0.581076585
23,-1.256726669
24,-1.064218556
25,-0.710498117
26,-0.620925284
27,-0.589340726
28,-0.619356897
29,-0.535913394
30,-0.668881413
31,-0.111989573
32,-0.314186403
33,-1.359424579
34,-1.350575909
35,-1.409810073
36,-1.015131241
37,-1.117834403
38,-1.353961343
39,-1.096378245
40,-1.17421334
41,-1.228108106
42,-1.422360005
43,-0.981444975
44,-0.979423577
45,-1.012409935
46,-0.976485898
47,-1.145756848
48,-1.317527193
49,-1.221040479
50,-1.504044399
51,-1.36355053
52,-1.29303153
53,-1.329193386
54,-1.331421226
55,-0.982784433
56,-1.188678901
57,-1.433370849
58,-1.17130668
59,-1.39920487
60,-1.443266656
61,-1.324398185
62,-1.47482116
63,-1.461562928
64,-1.440104027
65,-1.143361491
66,-1.202290463
67,-1.470280663
68,-0.995820174
69,-1.265820973
70,-1.250754787
71,-0.876934665
72,-1.392796668
73,-1.047826604
74,-1.053288842
75,-1.252946283
76,-0.842996321
77,-1.267956843
78,-1.06064299
79,-0.903087516
80,-1.471172906
81,-0.365069537
82,-0.310608153
83,-0.225452821
84,0.198349004
85,0.291063008
86,-0.202122459
87,0.758377589
88,-0.247841546
89,-0.738782763
90,0.008238003
91,-0.282638577
92,-0.252370655
93,-0.105415221
94,0.242825529
95,-0.576362671
96,-0.556159609
97,-0.508127889
98,-0.145396483
99,-0.735738995
100,-0.140993324
101,-0.384308086
102,1.151231874
103,0.738544435
104,0.637038717
105,0.015696618
106,0.736652112
107,-0.631067116
108,-0.223544366
109,-0.64827489
110,-0.166947358
111,0.790213274
112,-0.244387937
113,0.028528743
114,-0.602704808
115,-0.46845392
116,-0.09616206
117,-0.242575894
118,0.499799065
119,0.227413006
120,-0.592161868
121,-0.186493268
122,-0.166581531
123,-0.440667551
124,-0.118739634
125,-0.050046787
126,-0.548958216
127,-0.054815704
128,-0.536677846
129,0.449487955
130,-0.568833474
131,-0.409598342
132,0.205017429
133,-0.203730681
134,-0.249896056
135,-0.638308722
136,0.777428305
137,-0.317579376
138,-0.0377
139,0.267003803
140,0.665731756
141,-0.362584126
142,-0.091490508
143,-0.677933333
144,0.496396166
145,-0.147258248
146,0.901100933
147,0.267859963
148,-0.576536625
149,-0.397608237
150,0.012422892
151,-0.140777304
152,0.185790623
153,-0.03537094
154,-0.884770165
155,0.089293482
156,0.257056744
157,0.271929073
158,-0.628607245
159,-0.50387967
160,0.023844192
161,0.273561905
162,1.351265857
163,-0.305071737
164,-0.361775846
165,-0.370748634
166,-0.610467574
167,-0.268606955
168,-0.115290112
169,-0.763742787
170,0.039888304
171,-0.404301019
172,-0.27313645
173,0.296802754
174,0.1972804
175,0.258024619
