cve,entidad,pob
882,Tzitzio,0
883,Uruapan,0.238185976
884,Venustiano Carranza,0
885,Villamar,0
886,Vista Hermosa,0
887,Yurécuaro,1.142204455
888,Zacapu,0
889,Zamora,0.303697517
890,Zináparo,0
891,Zinapécuaro,1.488095238
892,Ziracuaretiro,0
893,Zitácuaro,1.53698367
894,José Sixto Verduzco,1.455604076
895,Amacuzac,0
896,Atlatlahucan,0
897,Axochiapan,1.299263751
898,Ayala,0.825536599
899,Coatlán del Río,0
900,Cuautla,0.256508914
901,Cuernavaca,0.470643605
902,Emiliano Zapata,0.237135404
903,Huitzilac,0
904,Jantetelco,0
905,Jiutepec,0.454628114
906,Jojutla,1.150086256
907,Jonacatepec,2.849002849
908,Mazatepec,0
909,Miacatlán,0
910,Ocuituco,1.140250855
911,Puente de Ixtla,1.212121212
912,Temixco,0.348250044
913,Tepalcingo,0.796178344
914,Tepoztlán,0.827129859
915,Tetecala,0
916,Tetela del Volcán,0
917,Tlalnepantla,0
918,Tlaltizapán,0
919,Tlaquiltenango,0
920,Tlayacapan,0
921,Totolapan,0
922,Xochitepec,0.299043062
923,Yautepec,0.739462657
924,Yecapixtla,0.460193281
925,Zacatepec,0.990589401
926,Zacualpan,0
927,Temoac,0
928,Acaponeta,0
929,Ahuacatlán,0
930,Amatlán de Cañas,0
931,Compostela,0.532765051
932,Huajicori,3.003003003
933,Ixtlán del Río,1.618122977
934,Jala,1.618122977
935,Xalisco,0.677277345
936,Del Nayar,3.831417625
937,Rosamorada,0
938,Ruíz,0
939,San Blas,0
940,San Pedro Lagunillas,0
941,Santa María del Oro,0
942,Santiago Ixcuintla,0.276931598
943,Tecuala,0
944,Tepic,0.284161546
945,Tuxpan,0
946,La Yesca,0
947,Bahía de Banderas,0.152276534
948,Abasolo,0
949,Agualeguas,0
950,Los Aldamas,0
951,Allende,0
952,Anáhuac,0
953,Apodaca,0.50502925
954,Aramberri,0
955,Bustamante,0
956,Cadereyta Jiménez,0
957,Carmen,0
958,Cerralvo,0
959,Ciénega de Flores,0.595592615
960,China,0
961,Dr. Arroyo,0
962,Dr. Coss,0
963,Dr. González,0
964,Galeana,0
965,García,0.843525938
966,San Pedro Garza García,0
967,Gral. Bravo,0
968,Gral. Escobedo,0.609249515
969,Gral. Terán,0
970,Gral. Treviño,0
971,Gral. Zaragoza,0
972,Gral. Zuazua,0
973,Guadalupe,0.483225183
974,Los Herreras,0
975,Higueras,0
976,Hualahuises,3.003003003
977,Iturbide,0
978,Juárez,0.41322314
979,Lampazos de Naranjo,0
980,Linares,0.56839712
981,Marín,0
982,Melchor Ocampo,0
983,Mier y Noriega,0
984,Mina,0
985,Montemorelos,0
986,Monterrey,0.387326671
987,Parás,0
988,Pesquería,0
989,Los Ramones,0
990,Rayones,0
991,Sabinas Hidalgo,0
992,Salinas Victoria,0.514933059
993,San Nicolás de los Garza,0.124851739
994,Hidalgo,0
995,Santa Catarina,0.482353887
996,Santiago,0
997,Vallecillo,0
998,Villaldama,0
999,Abejones,0
1000,Acatlán de Pérez Figueroa,0
1001,Asunción Cacalotepec,0
1002,Asunción Cuyotepeji,0
1003,Asunción Ixtaltepec,2.242152466
1004,Asunción Nochixtlán,0.611620795
1005,Asunción Ocotlán,0
1006,Asunción Tlacolulita,0
1007,Ayotzintepec,5.681818182
1008,El Barrio de la Soledad,0
1009,Calihualá,0
1010,Candelaria Loxicha,0
1011,Ciénega de Zimatlán,0
1012,Ciudad Ixtepec,1.238390093
1013,Coatecas Altas,0
1014,Coicoyán de las Flores,0
1015,La Compañía,0
1016,Concepción Buenavista,0
1017,Concepción Pápalo,0
1018,Constancia del Rosario,0
1019,Cosolapa,0
