cve,entidad,pob
599,PUERTO VALLARTA,-0.639332427
600,VILLA PURIFICACIÓN,-0.567200828
601,QUITUPAN,-1.150256989
602,EL SALTO,-0.777113854
603,SAN CRISTÓBAL DE LA BARRANCA,-0.991442275
604,SAN DIEGO DE ALEJANDRÍA,-1.104503402
605,SAN JUAN DE LOS LAGOS,-1.179365601
606,SAN JULIÁN,-1.135877033
607,SAN MARCOS,-0.663843994
608,SAN MARTÍN DE BOLAÑOS,-1.204066004
609,SAN MARTÍN HIDALGO,-1.047427277
610,SAN MIGUEL EL ALTO,-0.857676797
611,GÓMEZ FARÍAS,-0.903440869
612,SAN SEBASTIÁN DEL OESTE,-0.925751825
613,SANTA MARÍA DE LOS ÁNGELES,-1.195330805
614,SAYULA,-1.197864885
615,TALA,-0.887462124
616,TALPA DE ALLENDE,-1.063535774
617,TAMAZULA DE GORDIANO,-0.710464849
618,TAPALPA,-0.853449754
619,TECALITLÁN,-1.131992071
620,TECOLOTLÁN,-1.050544318
621,TECHALUTA DE MONTENEGRO,-1.132847483
622,TENAMAXTLÁN,-0.956416659
623,TEOCALTICHE,-0.990108656
624,TEOCUITATLÁN DE CORONA,-1.206693356
625,TEPATITLÁN DE MORELOS,-1.102621788
626,TEQUILA,-1.198264899
627,TEUCHITLÁN,-0.942119193
628,TIZAPÁN EL ALTO,-1.336767751
629,TLAJOMULCO DE ZÚÑIGA,-1.299843914
630,TLAQUEPAQUE,-0.630053404
631,TOLIMÁN,-0.758404057
632,TOMATLÁN,-1.222371398
633,TONALÁ,-1.115468668
634,TONAYA,-1.11398688
635,TONILA,-0.942546359
636,TOTATICHE,-1.02005329
637,TOTOTLÁN,-0.775423051
638,TUXCACUESCO,-1.085235893
639,TUXCUECA,-1.097050705
640,TUXPAN,-0.866158661
641,UNIÓN DE SAN ANTONIO,-1.201699389
642,UNIÓN DE TULA,-1.160517912
643,VALLE DE GUADALUPE,-1.033110159
644,VALLE DE JUÁREZ,-0.866394553
645,SAN GABRIEL,-1.141705575
646,VILLA CORONA,-0.531401632
647,VILLA GUERRERO,-1.145402052
648,VILLA HIDALGO,-0.97884764
649,CAÑADAS DE OBREGÓN,-1.030409684
650,YAHUALICA DE GONZÁLEZ GALLO,-1.059993208
651,ZACOALCO DE TORRES,-1.430914801
652,ZAPOPAN,-1.16103862
653,ZAPOTILTIC,-0.637970965
654,ZAPOTITLÁN DE VADILLO,-0.981664839
655,ZAPOTLÁN DEL REY,-1.028474522
656,ZAPOTLANEJO,-0.967218388
657,ACAMBAY,-0.36138865
658,ACOLMAN,-1.200505857
659,ACULCO,-0.468240386
660,ALMOLOYA DE ALQUISIRAS,-0.547661342
661,ALMOLOYA DE JUÁREZ,-0.579443276
